Region,Country,NOWID,Locality.name,N,Brachydonts,Hypsodonts,Latitude,Longitude,Max.age,Min.age,Age,European.Mammal.Zone
Europe,Romania,20582,Pietris,11,2,3,44.53,24,2.5,1.9,2.2,MN17
Europe,Serbia,26548,Serbian lake,4,4,0,43.83333333,21.42361111,12.85,5,8.925,MN10
Europe,Serbia,27032,Smolucka Pecina,12,0,4,43.533,20.367,0.038,0.038,0.038,MN18
Europe,Slovakia,21951,Nova Vieska,8,4,3,47.867,18.45,3.55,1.9,2.725,MN16
Europe,Slovakia,21950,Strekov,8,4,3,47.883,18.433,3.55,1.9,2.725,MN16
Europe,Spain,27517,Calaf 1,7,4,0,41.8981,1.6589,32.63,30.83,31.73,MP22
Europe,Spain,27506,Carrascosa del Campo,16,7,0,40.0361374,-2.7367317,33.9,23.03,28.465,MP25
Europe,Spain,21219,Cetina de Aragon,32,6,1,41.326,-2,21.7,19.5,20.6,MN2
Europe,Spain,27151,La Encinilla,6,3,0,40.6589526,-3.7660432,21.7,19.5,20.6,MN2
Europe,Spain,21235,Loranca,29,8,1,40.083,-2.717,21.7,19.5,20.6,MN2
Europe,Spain,21368,Valquemado,21,6,0,40.15,-2.683,21.7,19.5,20.6,MN2
Europe,Spain,27855,La Nasa 3,8,4,0,42.1359,-1.4189,19.0727,18.748,18.91035,MN3
Europe,Spain,21624,Ágreda,19,3,0,41.85,-1.933,19.5,17.2,18.35,MN3
Europe,Spain,22347,Moli Calopa,19,8,0,41.4639687,2.013931996,19.5,17.2,18.35,MN3
Europe,Spain,21538,Moratilla 1,22,3,0,40.98333333,-1.25,19.5,17.2,18.35,MN3
Europe,Spain,21635,Costa Blanca-2,12,6,0,41.476827,1.943745,18.35,17.2,17.775,MN3
Europe,Spain,20029,Can Canals,19,8,2,41.448649,2.001906,17.2,16.4,16.8,MN4
Europe,Spain,20027,El Canyet,19,5,0,41.453606,1.996083,17.2,16.4,16.8,MN4
Europe,Spain,20486,Munébrega 1,22,6,1,41.2551,-1.689,17.2,16.4,16.8,MN4
Europe,Spain,22355,Munébrega 3,12,5,0,41.259,-1.6911,17.2,16.4,16.8,MN4
Europe,Spain,26456,La Nasa 1,13,3,0,32.08333333,118.7,17.2,16.4,16.8,MN4
Europe,Spain,24674,Torralba 1,16,6,0,41.4262,-1.6737,17.2,16.4,16.8,MN4
Europe,Spain,21284,Valtorres,18,6,0,41.2936,-1.7216,17.2,16.4,16.8,MN4
Europe,Spain,20077,Artesilla,38,9,1,41.183,-1.5,16.56,16.225,16.3925,MN5
Europe,Spain,21522,Can Julia,14,6,1,41.42519,1.847288,16.56,16.225,16.3925,MN5
Europe,Spain,20031,Les Cases de la Valenciana,9,5,1,41.429141,1.855117,16.56,16.225,16.3925,MN5
Europe,Spain,20032,Córcoles,23,8,1,40.483,-2.65,16.56,15.935,16.2475,MN5
Europe,Spain,20026,Sant Mamet,23,8,0,41.481619,2.056749,16.225,15.935,16.08,MN5
Europe,Spain,20300,La Retama,33,6,1,40.1,-2.7,15.85,15.59,15.72,MN5
Europe,Spain,20577,Monteagudo,9,7,0,41.9627144,-1.6922991,17.2,14.2,15.7,MN5
Europe,Spain,20485,Armantes 1,19,8,1,41.3891,-1.6968,15.974,15.16,15.567,MN5
Europe,Spain,21224,Els Casots,25,8,0,41.41600021,1.812021715,15.974,15.16,15.567,MN5
Europe,Spain,27820,Armantes 3,12,6,0,41.361,-1.7269,16.4,14.2,15.3,MN5
Europe,Spain,24682,Arroyo del Olivar,12,3,1,40.3861,-3.65,16.4,14.2,15.3,MN5
Europe,Spain,26696,Estación Imperial (Madrid),19,4,2,40.4,-3.683333333,16.4,14.2,15.3,MN5
Europe,Spain,21223,La Hidroelectrica Madrid,15,9,3,40.25,-3.43,16.4,14.2,15.3,MN5
Europe,Spain,27273,Los Nogales,21,7,2,40.40268788,-3.708926439,16.4,14.2,15.3,MN5
Europe,Spain,21639,Montejo de la Vega,24,4,0,41.55,-3.65,16.4,14.2,15.3,MN5
Europe,Spain,20036,Moratines,14,4,2,40.5,-3.5,16.4,14.2,15.3,MN5
Europe,Spain,20037,O'Donnell,19,4,1,40.44277778,-3.5903,16.4,14.2,15.3,MN5
Europe,Spain,26698,Paseo de la Esparanza (Madrid),8,6,2,40.4,-3.683333333,16.4,14.2,15.3,MN5
Europe,Spain,21755,Paseo de las Acacias (Madrid),19,6,2,40.4,-3.683333333,16.4,14.2,15.3,MN5
Europe,Spain,20576,Puente de Toledo,8,6,2,40.383,-3.7,16.4,14.2,15.3,MN5
Europe,Spain,20015,Puente de Vallecas,19,8,4,40.2,-3.5,16.4,14.2,15.3,MN5
Europe,Spain,20039,Tarazona,24,7,2,41.9027715,-1.7254,16.4,14.2,15.3,MN5
Europe,Spain,21754,PAR-Penuelas (Madrid),5,4,1,40.40016781,-3.704606091,15.59,14.815,15.2025,MN5
Europe,Spain,24690,San Isidro,5,4,1,40.4042,-3.733333333,15.59,14.815,15.2025,MN5
Europe,Spain,27278,Toril 3A,37,9,2,41.13333333,-1.383333333,12.85,12.3,12.575,MN7-8
Europe,Spain,24828,Toril 3B,26,7,2,41.13333333,-1.383333333,12.85,12.3,12.575,MN7-8
Europe,Spain,27301,La Grive PB J,25,4,0,45.5957,5.2317,12.85,11.2,12.025,MN7-8
Europe,Spain,20046,Can Almirall,5,4,1,41.387917,2.1699187,12.85,11.2,12.025,MN7-8
Europe,Spain,20105,Can Feliu,15,5,0,41.5313808,2.0776278,12.85,11.2,12.025,MN7-8
Europe,Spain,21233,Cerro del Otero,4,3,0,40.067,-1.017,12.85,11.2,12.025,MN7-8
Europe,Spain,20043,La Ciesma 1,6,3,2,41.9027715,-1.7254,12.85,11.2,12.025,MN7-8
Europe,Spain,21371,La Cisterniga,5,5,0,41.617,-4.681,12.85,11.2,12.025,MN7-8
Europe,Spain,20047,Masquefa,5,3,1,41.5030659,1.8119265,12.85,11.2,12.025,MN7-8
Europe,Spain,21245,Toril 3,4,2,2,41.133,-1.383,12.85,11.2,12.025,MN7-8
Europe,Spain,24316,Nombrevilla-2,27,5,1,41.1167,-1.35,11.91833333,11.78766667,11.853,MN7-8
Europe,Spain,24830,Creu Conill 20,13,3,1,41.533064,2.01847,11.188,11.146,11.167,MN9
Europe,Spain,24315,Nombrevilla-9,10,4,1,41.1167,-1.35,11.188,11.146,11.167,MN9
Europe,Spain,24358,Nombrevilla-1,20,8,4,41.0694,-1.2083,11.056,10.52,10.788,MN9
Europe,Spain,20066,Ballestar,29,9,1,42.3695017,1.4190749,11.2,9.9,10.55,MN9
Europe,Spain,20049,Can Missert,20,3,1,41.560953,2.0104398,11.2,9.9,10.55,MN9
Europe,Spain,20021,Can Poncic,28,5,1,41.53888889,2.073611111,11.2,9.9,10.55,MN9
Europe,Spain,21430,Das,4,2,0,42.35,1.867,11.2,9.9,10.55,MN9
Europe,Spain,27296,EDAR8,6,1,2,41.53473188,2.137656212,11.2,9.9,10.55,MN9
Europe,Spain,21236,El Lugarejo,6,2,2,41.04204,-4.8535661,11.2,9.9,10.55,MN9
Europe,Spain,20108,Polinyà 2,5,3,1,41.55,2.15,11.2,9.9,10.55,MN9
Europe,Spain,24729,Santiga (Sabadell),28,7,2,41.55,2.1,11.2,9.9,10.55,MN9
Europe,Spain,20491,Subsol de Sabadell,13,7,3,41.33,2.07,11.2,9.9,10.55,MN9
Europe,Spain,20496,Teuleria del Firal,16,8,2,42.367,1.45,11.2,9.9,10.55,MN9
Europe,Spain,21003,Hostalets de Pierola Superior,35,6,2,41.5341644,1.7659521,11.146,9.9,10.523,MN9
Europe,Spain,27641,Monteagudo (Vallesian),6,2,3,41.9627144,-1.6922991,11.2,8.9,10.05,MN9
Europe,Spain,20492,Sant Miquel de Taudell,19,9,2,41.55,1.983,11.2,8.9,10.05,MN9
Europe,Spain,20107,La Tarumba I,17,5,2,41.550364,1.938112,9.647,9.5365,9.59175,MN10
Europe,Spain,20053,Can Purull,31,8,4,41.5544,1.9708,9.9,8.9,9.4,MN10
Europe,Spain,24833,Cerro de los Batallones 1,32,4,2,40.174466,-3.715188,9.9,8.9,9.4,MN10
Europe,Spain,27300,Cerro de los Batallones 3,12,2,1,40.175929,-3.715519,9.9,8.9,9.4,MN10
Europe,Spain,20061,La Cantera,13,2,3,40.0667,-1.0167,9.9,8.9,9.4,MN10
Europe,Spain,20394,La Roma 2,22,3,7,40.66666667,-1.0167,9.9,8.9,9.4,MN10
Europe,Spain,27437,Masia de La Roma 604B,10,2,2,40.5,-1.017,9.9,8.9,9.4,MN10
Europe,Spain,21623,"Masía del Barbo 2B	",28,3,3,40.369,-1.095,9.9,8.9,9.4,MN10
Europe,Spain,20062,Crevillente 2,32,6,3,38.4,-0.5,8.9,7.6,8.25,MN11
Europe,Spain,20083,Puente Minero,34,3,5,40.3667,-1.0833,8.9,7.6,8.25,MN11
Europe,Spain,20581,Vivero de Pinos,28,4,2,40.33333333,-1.0833,8.9,7.6,8.25,MN11
Europe,Spain,24735,Concud 2,20,2,2,40.394,-1.19,7.6,7.1,7.35,MN12
Europe,Spain,22962,Concud Barranco,17,4,2,40.4,-1.0167,7.6,7.1,7.35,MN12
Europe,Spain,21010,Crevillente 15,26,5,2,38.25,-0.8,7.6,7.1,7.35,MN12
Europe,Spain,20490,Las Pedrizas,17,5,2,40.3794361,-1.1458717,7.6,7.1,7.35,MN12
Europe,Spain,21413,Masada del Valle 2,23,2,2,40.386,-1.082,7.6,7.1,7.35,MN12
Europe,Spain,20058,Piera,16,6,3,41.51590422,1.74186945,7.6,7.1,7.35,MN12
Europe,Spain,21386,Arenas del Rey,15,3,3,36.967,-3.9,7.1,5.3,6.2,MN13
Europe,Spain,20686,Arquillo 1,30,4,9,40.4,-1.1,7.1,5.3,6.2,MN13
Europe,Spain,20070,La Alberca,16,2,2,37.92349183,-1.140439355,7.1,5.3,6.2,MN13
Europe,Spain,20395,Milagros,12,4,3,40.348,-1.082,7.1,5.3,6.2,MN13
Europe,Spain,20688,Rambla de Valdecebro 6,20,1,3,40.22,-1.05,7.1,5.3,6.2,MN13
Europe,Spain,21410,Valdecebro 3,12,1,3,40.35,-1.0833,7.1,5.3,6.2,MN13
Europe,Spain,20072,Villastar,27,2,5,40.01666667,-1.016666667,7.1,5.3,6.2,MN13
Europe,Spain,20068,Librilla,16,2,4,37.887954,-1.3532889,6.252,6.033,6.1425,MN13
Europe,Spain,20094,Alcoy,25,3,6,38.6,-0.5,5.3,5,5.15,MN14
Europe,Spain,27295,Alcoy-Mina,8,1,4,38.7020091,-0.4771982,5.3,5,5.15,MN14
Europe,Spain,20389,La Calera,31,4,4,40.26527778,-1.052777778,5,3.55,4.275,MN15
Europe,Spain,20481,Layna,36,1,4,41.05,-2.19,5,3.55,4.275,MN15
Europe,Spain,20390,El Rincón,16,2,2,38.917,-1.633,3.55,2.5,3.025,MN16
Europe,Spain,20398,Hu lago,21,3,6,37.417,-3.25,3.55,2.5,3.025,MN16
Europe,Spain,21636,La Higueruelas,10,4,4,38.990319,-4.080277778,3.55,2.5,3.025,MN16
Europe,Spain,20578,Piedrabuena,10,1,3,39.02,-4.1,3.55,2.5,3.025,MN16
Europe,Spain,20387,Villaroya,29,4,6,42.08,-2.04,3.55,2.5,3.025,MN16
Europe,Spain,20391,Almenara-Casablanca 1,29,0,5,40.17,-0.17,2.5,1.9,2.2,MN17
Europe,Spain,20392,La Puebla de Valverde,23,3,7,40.2,-0.9,2.5,1.9,2.2,MN17
Europe,Spain,20487,Fonelas,22,2,3,37.25,-3.1,1.9,1.67,1.785,MN18
Europe,Spain,27150,Quibas,19,0,4,38.30987456,-1.109275818,1.778,1.072,1.425,MN18
Europe,Spain,22920,Venta Micena-2,32,2,9,37.73638889,-2.403611111,1.9,0.5,1.2,MN18
Europe,Spain,24404,Atapuerca E-14,10,2,3,42.3333,-3.5,1.381,0.781,1.081,MN18
Europe,Spain,24398,Atapuerca TDW4  et TDE5,8,3,4,42.3333,-3.5,1.381,0.781,1.081,MN18
Europe,Spain,24435,Gymnesic islands,5,0,5,39.5,3,1.9,0.0117,0.95585,MN18
Europe,Spain,22326,Atapuerca TD8inf,11,3,4,42.333,-3.5,0.781,0.52,0.6505,MN18
Europe,Spain,22324,Atapuerca TD10,17,1,4,42.333,-3.5,0.379,0.374,0.3765,MN18
Europe,Spain,22329,Atapuerca TG10B,17,1,4,42.333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22330,Atapuerca TG10C,9,1,3,42.333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22331,Atapuerca TG10cc,14,1,5,42.333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22332,Atapuerca TG10D,14,1,5,42.333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22339,Atapuerca TN6da,15,1,3,42.33333333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22341,Atapuerca TZ,4,1,3,42.33333333,-3.5,0.374,0.13,0.252,MN18
Europe,Spain,22328,Atapuerca TG10A,11,1,4,42.333,-3.5,0.265,0.221,0.243,MN18
Europe,Spain,22333,Atapuerca TG11,18,1,5,42.33333333,-3.5,0.255,0.218,0.2365,MN18
Europe,Spain,27049,La Parte,8,0,6,43.35,-5.85,0.188,0.141,0.1645,MN18
Europe,Spain,28260,Abric Romani,13,0,6,41.5307542,1.6796126,0.07,0.04,0.055,MN18
Europe,Spain,28124,Labeko Koba,19,1,7,43.2,-2.116666667,0.035,0.029,0.032,MN18
Europe,Switzerland,22867,Grenchen 1,12,3,0,47.183,7.383,29.97,28.82,29.395,MP24
Europe,Switzerland,22869,Bumbach 1,22,5,0,46.8,7.9,28.82,27.24,28.03,MP25
Europe,Switzerland,22749,Mumliswil-Hardberg,28,6,0,47.35,7.7,27.24,25.41,26.325,MP26
Europe,Switzerland,22761,Wynau I,33,4,0,47.267,7.8,25.41,24.56,24.985,MP27
Europe,Switzerland,22747,Rickenbach,35,7,0,47.55,8.8,23.86,23.26,23.56,MP29
Europe,Switzerland,22871,Brochene Fluh 19/20,25,2,0,46.683,8.15,23.26,23,23.13,MP30
Europe,Switzerland,22748,Kuttigen,39,4,0,47.417,8.05,23.26,23,23.13,MP30
Europe,Switzerland,21023,Chemin des Falaises,4,3,0,46.533,6.65,21.7,19.5,20.6,MN2
Europe,Switzerland,21022,Haut du Calvaire,4,4,0,46.533,6.65,21.7,19.5,20.6,MN2
Europe,Switzerland,21020,Le Tunnel,5,4,0,46.533,6.65,21.7,19.5,20.6,MN2
Europe,Switzerland,21082,Trub-Sältenbach,19,2,0,46.95472222,7.870833333,18.35,17.2,17.775,MN3
Europe,Switzerland,21637,Grès de la Molière,8,2,0,46.85,6.85,18.35,16.8,17.575,MN3
Europe,Switzerland,27748,Buchberg-Erlistrasse 88,17,2,0,47.5742482,8.5553038,16.4,14.2,15.3,MN5
Europe,Switzerland,21095,Güntisberg,14,3,0,47.26305556,8.913611111,16.4,14.2,15.3,MN5
Europe,Switzerland,21114,Hüllistein,20,5,0,47.24722222,8.838333333,16.4,14.2,15.3,MN5
Europe,Switzerland,21326,Helsighausen,31,4,0,47.64166667,9.060833333,12.85,11.2,12.025,MN7-8
Europe,Switzerland,20434,Charmoille,17,9,2,47.433,7.217,11.2,9.9,10.55,MN9
Europe,Ukraine,20169,Krivoj Rog,5,3,1,47.9,28.5,13.6,11.5,12.55,MN7-8
Europe,Ukraine,21138,Aleksandrodar,5,2,3,47.9,28.5,12.2,11.5,11.85,MN7-8
Europe,Ukraine,21213,Zheltokamenka,7,5,1,45.267,33.45,11.2,10.625,10.9125,MN9
Europe,Ukraine,20282,Sevastopol (Sebastopol),15,5,3,44.5,33.6,11,9.88,10.44,MN9
Europe,Ukraine,20442,Berislav,3,1,1,46.837,33.424,9.9,8.9,9.4,MN10
Europe,Ukraine,20289,Grebeniki,26,6,7,46.883,29.817,9.9,8.9,9.4,MN10
Europe,Ukraine,20444,Grossulovo,9,0,4,47.35,30,9.9,8.9,9.4,MN10
Europe,Ukraine,20184,Novoukrainka,4,1,2,48.3,31.5,9.9,8.9,9.4,MN10
Europe,Ukraine,20180,Novaja Emetovka,20,6,6,46.65,30.6,9.9,7.6,8.75,MN11
Europe,Ukraine,21143,Kujalnitskij liman,9,3,5,46.5,30.8,9.88,7.1,8.49,MN11
Europe,Ukraine,20467,Novo-Elizavetovka,21,8,6,47,31,8.9,7.1,8,MN11
Europe,Ukraine,20141,Belka,14,7,3,50.817,28.183,7.6,7.1,7.35,MN12
Europe,Ukraine,21160,Tulchin,6,3,2,48.5,29,7.6,7.1,7.35,MN12
Europe,Ukraine,20135,Ananjev,5,2,2,47.7,30,7.1,5.3,6.2,MN13
Europe,Ukraine,21163,Timkovo,5,3,2,47.9,29.4,5.333,4.4153,4.87415,MN15
Europe,Ukraine,21161,Zhuravlevka,3,1,2,48.6,28.6,5.333,4.4153,4.87415,MN15
Europe,Ukraine,20186,Odessa Catacombs,39,2,3,46.5,30.8,5,3.55,4.275,MN15
Europe,Ukraine,21177,Odessa 3,4,1,3,46.5,30.8,4.4153,3.4977,3.9565,MN15
Europe,Ukraine,21195,Berdjansk,4,1,2,46.8,36.8,3.4977,2.58,3.03885,MN16
Europe,Ukraine,21194,Ljapino,3,0,3,47.2,37.2,3.4977,2.58,3.03885,MN16
Europe,Ukraine,21193,Zhdanov,5,1,4,47.2,37.2,3.4977,2.58,3.03885,MN16
Europe,Ukraine,21211,Zhevakhova Gora,9,2,5,46.583,30.767,2.58,1.677,2.1285,MN17
Europe,Ukraine,20897,Marganets,3,0,3,47.2,34.3,0.621,0.424,0.5225,MN18
Europe,Ukraine,20880,Tikhonovka 1,21,0,4,46.85,35.3,0.621,0.424,0.5225,MN18
Europe,Ukraine,21978,Molodova I l-4,11,1,7,48.55,27.08333333,0.057,0.044,0.0505,MN18
Europe,Ukraine,26675,Andreevka Hol,10,0,5,49,32,0.0078,0.0039,0.00585,MN18
Europe,Ukraine,26671,Kichkas,9,0,4,48.4,35.4,0.0117,0,0.00585,MN18
Europe,Ukraine,26669,Kiev zemljanki,11,1,4,50.4,30.5,0.0117,0,0.00585,MN18
Europe,Ukraine,26670,Kisilivka mountain,10,2,5,50.41,30.51,0.0117,0,0.00585,MN18
Europe,Ukraine,26673,Sabatinovka,10,1,4,47.4,30,0.0078,0.0039,0.00585,MN18
Europe,Ukraine,26674,Usatove,15,1,8,46.5,30.8,0.0078,0.0039,0.00585,MN18
